model,question_id,tier,run,score,error_type,error_msg,llm_sql,reference_sql,tokens_in,tokens_out,cost_usd,latency_ms
deepseek-v4-flash,t6_06,6,2,3,,,"SELECT
    toDate(timestamp) AS day,
    sum(revenue_cents) AS revenue
FROM events
WHERE event_type = 'purchase'
  AND revenue_cents > 9950
  AND timestamp >= toDateTime('2024-01-01 00:00:00', 'UTC')
  AND timestamp < toDateTime('2024-02-01 00:00:00', 'UTC')
GROUP BY day
ORDER BY day WITH FILL FROM toDate('2024-01-01') TO toDate('2024-02-01') STEP INTERVAL 1 DAY
INTERPOLATE (revenue AS revenue)","SELECT toDate(timestamp) AS day, sum(revenue_cents) AS revenue FROM events WHERE event_type = 'purchase' AND revenue_cents > 9950 AND toDate(timestamp) BETWEEN '2024-01-01' AND '2024-01-31' GROUP BY day ORDER BY day ASC WITH FILL FROM toDate('2024-01-01') TO toDate('2024-02-01') INTERPOLATE (revenue AS revenue)",515,1793,0.00036394,50306.9
deepseek-v4-flash,t6_06,6,3,1,Other Error,"Received exception from server (version 26.1.2):
Code: 46. DB::Exception: Received from localhost:9000. DB::Exception: Function with name `prev` does not exist. In scope prev(revenue). (UNKNOWN_FUNCTI","SELECT
    toDate(timestamp) AS day,
    sum(revenue_cents) AS revenue
FROM events
WHERE event_type = 'purchase'
  AND revenue_cents > 9950
  AND timestamp >= toDateTime64('2024-01-01 00:00:00', 3, 'UTC')
  AND timestamp < toDateTime64('2024-02-01 00:00:00', 3, 'UTC')
GROUP BY day
ORDER BY day WITH FILL FROM toDate('2024-01-01') TO toDate('2024-02-01') STEP 1
INTERPOLATE (revenue AS prev(revenue));","SELECT toDate(timestamp) AS day, sum(revenue_cents) AS revenue FROM events WHERE event_type = 'purchase' AND revenue_cents > 9950 AND toDate(timestamp) BETWEEN '2024-01-01' AND '2024-01-31' GROUP BY day ORDER BY day ASC WITH FILL FROM toDate('2024-01-01') TO toDate('2024-02-01') INTERPOLATE (revenue AS revenue)",515,5569,0.0010436199999999999,45797.2
deepseek-v4-flash,t6_07,6,1,1,Other Error,"Received exception from server (version 26.1.2):
Code: 42. DB::Exception: Received from localhost:9000. DB::Exception: Incorrect number of parameters for aggregate function with Resample suffix. (NUMB","SELECT countResample(6, 0)(toHour(timestamp)) AS counts
FROM events","SELECT countResample(0, 24, 6)(toHour(timestamp)) AS buckets FROM events",494,3390,0.0006497199999999999,17652.9
deepseek-v4-flash,t6_07,6,2,1,Other Error,"Received exception from server (version 26.1.2):
Code: 133. DB::Exception: Received from localhost:9000. DB::Exception: Aggregate function count cannot have parameters. (AGGREGATE_FUNCTION_DOESNT_ALLO","SELECT countResample(0,6,12,18,24)(toHour(timestamp)) AS counts FROM events;","SELECT countResample(0, 24, 6)(toHour(timestamp)) AS buckets FROM events",415,666,0.00015308,15105.6
deepseek-v4-flash,t6_07,6,3,2,Logic Error,Got: [],"SELECT countResample(21600, 0, 86400)(toHour(timestamp) * 3600) FROM events","SELECT countResample(0, 24, 6)(toHour(timestamp)) AS buckets FROM events",494,3448,0.00066016,32577.1
deepseek-v4-flash,t6_08,6,1,3,,,"SELECT arrayCumSum(groupArray(cnt)) AS cum_purchases
FROM (
    SELECT toDate(timestamp) AS day, count() AS cnt
    FROM events
    WHERE event_type = 'purchase' AND timestamp >= '2024-01-01' AND timestamp < '2024-02-01'
    GROUP BY day
    ORDER BY day ASC
) AS daily_counts;","SELECT arrayCumSum(groupArray(c)) AS cumulative FROM (SELECT toDate(timestamp) AS d, count() AS c FROM events WHERE event_type = 'purchase' AND toDate(timestamp) BETWEEN '2024-01-01' AND '2024-01-31' GROUP BY d ORDER BY d ASC)",401,743,0.00016581999999999998,89736.9
deepseek-v4-flash,t6_08,6,2,0,Syntax Error,"Code: 62. DB::Exception: Syntax error: failed at position 326 (ORDER) (line 12, col 35): ORDER BY day)) AS cumulative_purchase_counts
FROM (
    SELECT d.day, coalesce(dc.cnt, 0) AS cnt
    FROM days ","WITH days AS (
    SELECT toDate('2024-01-01') + number AS day
    FROM numbers(31)
),
daily_counts AS (
    SELECT toDate(timestamp) AS day, count() AS cnt
    FROM events
    WHERE event_type = 'purchase'
      AND timestamp >= '2024-01-01' AND timestamp < '2024-02-01'
    GROUP BY day
)
SELECT arrayCumSum(groupArray(cnt ORDER BY day)) AS cumulative_purchase_counts
FROM (
    SELECT d.day, coalesce(dc.cnt, 0) AS cnt
    FROM days d
    LEFT JOIN daily_counts dc ON d.day = dc.day
);","SELECT arrayCumSum(groupArray(c)) AS cumulative FROM (SELECT toDate(timestamp) AS d, count() AS c FROM events WHERE event_type = 'purchase' AND toDate(timestamp) BETWEEN '2024-01-01' AND '2024-01-31' GROUP BY d ORDER BY d ASC)",481,1007,0.00021974,6030.3
deepseek-v4-flash,t6_08,6,3,0,Syntax Error,"Code: 62. DB::Exception: Syntax error: failed at position 35 (ORDER) (line 1, col 35): ORDER BY day)) AS cumulative_daily_purchase_counts
FROM
(
    SELECT
        toDate(timestamp) AS day,
        co","SELECT arrayCumSum(groupArray(cnt ORDER BY day)) AS cumulative_daily_purchase_counts
FROM
(
    SELECT
        toDate(timestamp) AS day,
        count() AS cnt
    FROM events
    WHERE event_type = 'purchase'
      AND timestamp >= toDateTime64('2024-01-01 00:00:00', 3, 'UTC')
      AND timestamp < toDateTime64('2024-02-01 00:00:00', 3, 'UTC')
    GROUP BY day
)","SELECT arrayCumSum(groupArray(c)) AS cumulative FROM (SELECT toDate(timestamp) AS d, count() AS c FROM events WHERE event_type = 'purchase' AND toDate(timestamp) BETWEEN '2024-01-01' AND '2024-01-31' GROUP BY d ORDER BY d ASC)",480,3275,0.0006279,28805.5
deepseek-v4-flash,t6_09,6,1,3,,,"SELECT country, argMaxIf(page, timestamp, event_type = 'purchase') AS page FROM events GROUP BY country ORDER BY country ASC;","SELECT country, argMaxIf(page, timestamp, event_type = 'purchase') AS page FROM events GROUP BY country ORDER BY country ASC",398,341,9.322e-05,4612.6
deepseek-v4-flash,t6_09,6,2,3,,,"SELECT
    country,
    argMaxIf(page, timestamp, event_type = 'purchase') AS page
FROM events
GROUP BY country
HAVING countIf(event_type = 'purchase') > 0
ORDER BY country ASC;","SELECT country, argMaxIf(page, timestamp, event_type = 'purchase') AS page FROM events GROUP BY country ORDER BY country ASC",398,1036,0.00021831999999999998,9275.3
deepseek-v4-flash,t6_09,6,3,3,,,"SELECT country, argMaxIf(page, timestamp, event_type = 'purchase') AS page FROM events GROUP BY country ORDER BY country ASC;","SELECT country, argMaxIf(page, timestamp, event_type = 'purchase') AS page FROM events GROUP BY country ORDER BY country ASC",398,627,0.0001447,6469.9
deepseek-v4-flash,t6_10,6,1,3,,,SELECT uniqExact(k) FROM events ARRAY JOIN mapKeys(properties) AS k WHERE event_type = 'purchase' AND toDate(timestamp) = '2024-03-01';,SELECT uniqExact(k) FROM events ARRAY JOIN mapKeys(properties) AS k WHERE event_type = 'purchase' AND toDate(timestamp) = '2024-03-01',400,418,0.00010724,5041.8
deepseek-v4-flash,t6_10,6,2,3,,,SELECT uniqExact(key) FROM (SELECT arrayJoin(mapKeys(properties)) AS key FROM events WHERE event_type = 'purchase' AND toDate(timestamp) = '2024-03-01') AS t;,SELECT uniqExact(k) FROM events ARRAY JOIN mapKeys(properties) AS k WHERE event_type = 'purchase' AND toDate(timestamp) = '2024-03-01',400,610,0.0001418,5926.5
deepseek-v4-flash,t6_10,6,3,3,,,"SELECT uniqExact(key)
FROM events
ARRAY JOIN mapKeys(properties) AS key
WHERE event_type = 'purchase' AND toDate(timestamp) = '2024-03-01'",SELECT uniqExact(k) FROM events ARRAY JOIN mapKeys(properties) AS k WHERE event_type = 'purchase' AND toDate(timestamp) = '2024-03-01',400,426,0.00010868,5426.2
deepseek-v4-pro,t6_01,6,1,1,Other Error,"Received exception from server (version 26.1.2):
Code: 43. DB::Exception: Received from localhost:9000. DB::Exception: Illegal type DateTime64(3, 'UTC') of first argument of aggregate function windowF","SELECT
    countIf(funnel_level >= 1) AS users_l1,
    countIf(funnel_level >= 2) AS users_l2,
    countIf(funnel_level = 3) AS users_l3
FROM (
    SELECT
        user_id,
        windowFunnel(86400)(timestamp, event_type = 'pageview', event_type = 'click', event_type = 'purchase') AS funnel_level
    FROM events
    GROUP BY user_id
)","SELECT countIf(lvl >= 1) AS users_l1, countIf(lvl >= 2) AS users_l2, countIf(lvl >= 3) AS users_l3 FROM (SELECT user_id, windowFunnel(86400)(toDateTime(timestamp), event_type = 'pageview', event_type = 'click', event_type = 'purchase') AS lvl FROM events GROUP BY user_id)",431,1655,0.0016273349999999997,34009.9
deepseek-v4-pro,t6_01,6,2,1,Other Error,"Received exception from server (version 26.1.2):
Code: 43. DB::Exception: Received from localhost:9000. DB::Exception: First argument for function tupleElement must be Tuple, Nullable(Tuple), QBit, JS","SELECT
    countIf(level >= 1) AS users_l1,
    countIf(level >= 2) AS users_l2,
    countIf(level = 3) AS users_l3
FROM
(
    SELECT
        user_id,
        windowFunnel(86400)(t, c1, c2, c3) AS level
    FROM
    (
        SELECT
            user_id,
            arraySort((t, c1, c2, c3) -> t,
                groupArray(toUnixTimestamp(timestamp)),
                groupArray(event_type = 'pageview'),
                groupArray(event_type = 'click'),
                groupArray(event_type = 'pu","SELECT countIf(lvl >= 1) AS users_l1, countIf(lvl >= 2) AS users_l2, countIf(lvl >= 3) AS users_l3 FROM (SELECT user_id, windowFunnel(86400)(toDateTime(timestamp), event_type = 'pageview', event_type = 'click', event_type = 'purchase') AS lvl FROM events GROUP BY user_id)",431,2163,0.002069295,59330.3
deepseek-v4-pro,t6_01,6,3,1,Other Error,"Received exception from server (version 26.1.2):
Code: 43. DB::Exception: Received from localhost:9000. DB::Exception: Illegal type DateTime64(3, 'UTC') of first argument of aggregate function windowF","SELECT
    countIf(funnel_steps >= 1) AS users_l1,
    countIf(funnel_steps >= 2) AS users_l2,
    countIf(funnel_steps >= 3) AS users_l3
FROM
(
    SELECT
        user_id,
        windowFunnel(86400)(timestamp, event_type = 'pageview', event_type = 'click', event_type = 'purchase') AS funnel_steps
    FROM events
    WHERE event_type IN ('pageview', 'click', 'purchase')
    GROUP BY user_id
)","SELECT countIf(lvl >= 1) AS users_l1, countIf(lvl >= 2) AS users_l2, countIf(lvl >= 3) AS users_l3 FROM (SELECT user_id, windowFunnel(86400)(toDateTime(timestamp), event_type = 'pageview', event_type = 'click', event_type = 'purchase') AS lvl FROM events GROUP BY user_id)",431,1031,0.001084455,18278.5
deepseek-v4-pro,t6_02,6,1,3,,,"SELECT
    sum(r[1]) AS r1,
    sum(r[2]) AS r2,
    sum(r[3]) AS r3
FROM
(
    SELECT
        user_id,
        retention(date = '2024-01-01', date = '2024-01-02', date = '2024-01-03') AS r
    FROM
    (
        SELECT DISTINCT
            user_id,
            toDate(timestamp) AS date
        FROM events
        WHERE toDate(timestamp) BETWEEN '2024-01-01' AND '2024-01-03'
        ORDER BY user_id ASC, date ASC
    )
    GROUP BY user_id
);","SELECT countIf(r[1]) AS r1, countIf(r[2]) AS r2, countIf(r[3]) AS r3 FROM (SELECT user_id, retention(toDate(timestamp) = '2024-01-01', toDate(timestamp) = '2024-01-02', toDate(timestamp) = '2024-01-03') AS r FROM events GROUP BY user_id)",425,2374,0.002250255,45131.7
deepseek-v4-pro,t6_02,6,2,1,Other Error,"Received exception from server (version 26.1.2):
Code: 43. DB::Exception: Received from localhost:9000. DB::Exception: Illegal type UInt64 of argument 0 of aggregate function retention, must be UInt8.","SELECT r[1] AS r1, r[2] AS r2, r[3] AS r3
FROM (
    SELECT retention(user_id, date = '2024-01-01', date = '2024-01-02', date = '2024-01-03') AS r
    FROM (
        SELECT user_id, toDate(timestamp) AS date
        FROM events
        WHERE toDate(timestamp) IN ('2024-01-01', '2024-01-02', '2024-01-03')
        GROUP BY user_id, date
    )
)","SELECT countIf(r[1]) AS r1, countIf(r[2]) AS r2, countIf(r[3]) AS r3 FROM (SELECT user_id, retention(toDate(timestamp) = '2024-01-01', toDate(timestamp) = '2024-01-02', toDate(timestamp) = '2024-01-03') AS r FROM events GROUP BY user_id)",425,1578,0.001557735,26552.6
deepseek-v4-pro,t6_02,6,3,3,,,"SELECT 
    sum(ret[1]) AS r1,
    sum(ret[2]) AS r2,
    sum(ret[3]) AS r3
FROM (
    SELECT 
        user_id,
        retention(toDate = '2024-01-01', toDate = '2024-01-02', toDate = '2024-01-03') AS ret
    FROM (
        SELECT user_id, toDate(timestamp) AS toDate
        FROM events
        WHERE timestamp >= '2024-01-01' AND timestamp < '2024-01-04'
        GROUP BY user_id, toDate
        ORDER BY user_id, toDate
    )
    GROUP BY user_id
)","SELECT countIf(r[1]) AS r1, countIf(r[2]) AS r2, countIf(r[3]) AS r3 FROM (SELECT user_id, retention(toDate(timestamp) = '2024-01-01', toDate(timestamp) = '2024-01-02', toDate(timestamp) = '2024-01-03') AS r FROM events GROUP BY user_id)",425,2561,0.002412945,50486.4
deepseek-v4-pro,t6_03,6,1,1,Other Error,"Received exception from server (version 26.1.2):
Code: 43. DB::Exception: Received from localhost:9000. DB::Exception: Illegal type DateTime64(3, 'UTC') of first argument of aggregate function sequenc","SELECT count() FROM (
    SELECT user_id, sequenceMatch('(?1 max=60s)(?2)')(timestamp, cond1, cond2) AS matched
    FROM (
        SELECT user_id, timestamp,
               event_type = 'signup' AS cond1,
               event_type = 'purchase' AS cond2
        FROM events
        ORDER BY user_id, timestamp
    )
    GROUP BY user_id
    HAVING matched = 1
)","SELECT count() FROM (SELECT user_id FROM events GROUP BY user_id HAVING sequenceMatch('(?1)(?t<=60)(?2)')(toDateTime(timestamp), event_type = 'signup', event_type = 'purchase'))",392,1319,0.0013180499999999999,29353.1
deepseek-v4-pro,t6_03,6,2,1,Other Error,"Received exception from server (version 26.1.2):
Code: 43. DB::Exception: Received from localhost:9000. DB::Exception: Illegal type DateTime64(3, 'UTC') of first argument of aggregate function windowF","SELECT count() AS user_count
FROM (
    SELECT user_id
    FROM events
    GROUP BY user_id
    HAVING windowFunnel(60)(timestamp, event_type = 'signup', event_type = 'purchase') = 2
)","SELECT count() FROM (SELECT user_id FROM events GROUP BY user_id HAVING sequenceMatch('(?1)(?t<=60)(?2)')(toDateTime(timestamp), event_type = 'signup', event_type = 'purchase'))",392,1457,0.0014381099999999998,32445.9
deepseek-v4-pro,t6_03,6,3,1,Other Error,"Received exception from server (version 26.1.2):
Code: 43. DB::Exception: Received from localhost:9000. DB::Exception: Illegal type DateTime64(3, 'UTC') of first argument of aggregate function sequenc","SELECT countIf(match) AS user_count
FROM (
    SELECT
        sequenceMatch('(?1)(?t<=60)(?2)')(timestamp, event_type = 'signup', event_type = 'purchase') AS match
    FROM events
    WHERE event_type IN ('signup', 'purchase')
    GROUP BY user_id
)","SELECT count() FROM (SELECT user_id FROM events GROUP BY user_id HAVING sequenceMatch('(?1)(?t<=60)(?2)')(toDateTime(timestamp), event_type = 'signup', event_type = 'purchase'))",392,937,0.0009857099999999999,19728.1
deepseek-v4-pro,t6_04,6,1,3,,,"SELECT u.user_id, e.timestamp AS first_event_time
FROM (
    SELECT user_id, created_at
    FROM users
    WHERE user_id BETWEEN 1 AND 20
    ORDER BY user_id, created_at
) AS u
ASOF JOIN (
    SELECT user_id, timestamp
    FROM events
    ORDER BY user_id, timestamp
) AS e
ON u.user_id = e.user_id AND u.created_at <= e.timestamp
ORDER BY u.user_id ASC;","SELECT u.user_id AS user_id, e.timestamp AS first_event_time FROM users AS u ASOF JOIN events AS e ON u.user_id = e.user_id AND e.timestamp >= u.created_at WHERE u.user_id <= 20 ORDER BY u.user_id",407,1098,0.0011323050000000001,21148.1
deepseek-v4-pro,t6_04,6,2,3,,,"SELECT u.user_id, e.timestamp AS first_event_time
FROM users AS u
ASOF LEFT JOIN (
    SELECT user_id, timestamp
    FROM events
    ORDER BY user_id, timestamp
) AS e ON u.user_id = e.user_id AND u.created_at <= e.timestamp
WHERE u.user_id BETWEEN 1 AND 20
ORDER BY u.user_id ASC;","SELECT u.user_id AS user_id, e.timestamp AS first_event_time FROM users AS u ASOF JOIN events AS e ON u.user_id = e.user_id AND e.timestamp >= u.created_at WHERE u.user_id <= 20 ORDER BY u.user_id",407,1000,0.0010470450000000001,19059.8
deepseek-v4-pro,t6_04,6,3,3,,,"SELECT u.user_id, e.timestamp AS first_event_time
FROM users AS u
ASOF LEFT JOIN events AS e ON u.user_id = e.user_id AND u.created_at <= e.timestamp
WHERE u.user_id BETWEEN 1 AND 20
ORDER BY u.user_id ASC","SELECT u.user_id AS user_id, e.timestamp AS first_event_time FROM users AS u ASOF JOIN events AS e ON u.user_id = e.user_id AND e.timestamp >= u.created_at WHERE u.user_id <= 20 ORDER BY u.user_id",407,1660,0.001621245,35360.7
deepseek-v4-pro,t6_05,6,1,3,,,"SELECT event_type, event_id, timestamp
FROM events
ORDER BY event_type ASC, timestamp DESC
LIMIT 2 BY event_type;","SELECT event_type, event_id, timestamp FROM events ORDER BY event_type ASC, timestamp DESC LIMIT 2 BY event_type",400,280,0.0004176,6519.8
deepseek-v4-pro,t6_05,6,2,3,,,"SELECT event_type, event_id, timestamp FROM events ORDER BY event_type ASC, timestamp DESC LIMIT 2 BY event_type;","SELECT event_type, event_id, timestamp FROM events ORDER BY event_type ASC, timestamp DESC LIMIT 2 BY event_type",400,478,0.00058986,10020.7
deepseek-v4-pro,t6_05,6,3,3,,,"SELECT event_type, event_id, timestamp
FROM events
ORDER BY event_type, timestamp DESC
LIMIT 2 BY event_type;","SELECT event_type, event_id, timestamp FROM events ORDER BY event_type ASC, timestamp DESC LIMIT 2 BY event_type",400,369,0.0004950299999999999,7523.6
deepseek-v4-pro,t6_06,6,1,2,Logic Error,"Got: 2024-01-01	\N
2024-01-02	\N
2024-01-03	9979
2024-01-04	9979
2024-01-05	9974
2024-01-06	9974
2024-01-","SELECT
    toDate(timestamp) AS day,
    sum(revenue_cents) AS revenue
FROM events
WHERE event_type = 'purchase'
    AND revenue_cents > 9950
    AND timestamp >= '2024-01-01'
    AND timestamp < '2024-02-01'
GROUP BY day
ORDER BY day
WITH FILL
    FROM toDate('2024-01-01')
    TO toDate('2024-01-31')
    STEP INTERVAL 1 DAY
INTERPOLATE (revenue);","SELECT toDate(timestamp) AS day, sum(revenue_cents) AS revenue FROM events WHERE event_type = 'purchase' AND revenue_cents > 9950 AND toDate(timestamp) BETWEEN '2024-01-01' AND '2024-01-31' GROUP BY day ORDER BY day ASC WITH FILL FROM toDate('2024-01-01') TO toDate('2024-02-01') INTERPOLATE (revenue AS revenue)",436,1810,0.0017643600000000002,37563.4
deepseek-v4-pro,t6_06,6,2,0,Syntax Error,"Code: 62. DB::Exception: Syntax error: failed at position 380 (PREVIOUS) (line 16, col 22): PREVIOUS). Expected one of: AS, token, Comma, ClosingRoundBracket. (SYNTAX_ERROR)","SELECT day, revenue
FROM
(
    SELECT toDate(timestamp) AS day, sum(revenue_cents) AS revenue
    FROM events
    WHERE event_type = 'purchase'
      AND revenue_cents > 9950
      AND timestamp >= '2024-01-01'
      AND timestamp < '2024-02-01'
    GROUP BY day
)
ORDER BY day
WITH FILL
FROM toDate('2024-01-01') TO toDate('2024-01-31')
STEP INTERVAL 1 DAY
INTERPOLATE (revenue PREVIOUS)","SELECT toDate(timestamp) AS day, sum(revenue_cents) AS revenue FROM events WHERE event_type = 'purchase' AND revenue_cents > 9950 AND toDate(timestamp) BETWEEN '2024-01-01' AND '2024-01-31' GROUP BY day ORDER BY day ASC WITH FILL FROM toDate('2024-01-01') TO toDate('2024-02-01') INTERPOLATE (revenue AS revenue)",436,1657,0.00163125,33291.9
